parent,node,PHYLUM,ORDER,GENUS
Sphingomonadales,Tardibacter,,,Tardibacter
Sphingomonadales,Polymorphobacter,,,Polymorphobacter
Sphingomonadales,Sandaracinobacter,,,Sandaracinobacter
Sphingomonadales,Sphingosinicella,,,Sphingosinicella
Sphingomonadales,Zymomonas,,,Zymomonas
Pseudomonadota,Acidithiobacillales,,Acidithiobacillales,
Acidithiobacillales,Acidithiobacillus,,,Acidithiobacillus
Pseudomonadota,Casimicrobium,,Casimicrobium,
Pseudomonadota,Denitrobacter,,Denitrobacter,
Pseudomonadota,Burkholderiales,,Burkholderiales,
Burkholderiales,Achromobacter,,,Achromobacter
Burkholderiales,Advenella,,,Advenella
Burkholderiales,Alcaligenes,,,Alcaligenes
Burkholderiales,Basilea,,,Basilea
Burkholderiales,Bordetella,,,Bordetella
Burkholderiales,Castellaniella,,,Castellaniella
Burkholderiales,Kerstersia,,,Kerstersia
Burkholderiales,Oligella,,,Oligella
Burkholderiales,Orrella,,,Orrella
Burkholderiales,Paenalcaligenes,,,Paenalcaligenes
Burkholderiales,Paralcaligenes,,,Paralcaligenes
Burkholderiales,Pelistega,,,Pelistega
Burkholderiales,Pigmentiphaga,,,Pigmentiphaga
Burkholderiales,Pusillimonas,,,Pusillimonas
Burkholderiales,Taylorella,,,Taylorella
Burkholderiales,Burkholderia,,,Burkholderia
Burkholderiales,Caballeronia,,,Caballeronia
Burkholderiales,Chitinimonas,,,Chitinimonas
Burkholderiales,Cupriavidus,,,Cupriavidus
Burkholderiales,Ephemeroptericola,,,Ephemeroptericola
Burkholderiales,Lautropia,,,Lautropia
Burkholderiales,Limnobacter,,,Limnobacter
Burkholderiales,Mycetohabitans,,,Mycetohabitans
Burkholderiales,Mycoavidus,,,Mycoavidus
Burkholderiales,Pandoraea,,,Pandoraea
Burkholderiales,Paraburkholderia,,,Paraburkholderia
Burkholderiales,Polynucleobacter,,,Polynucleobacter
Burkholderiales,Ralstonia,,,Ralstonia
Burkholderiales,Leptothrix,,,Leptothrix
Burkholderiales,Paucibacter,,,Paucibacter
Burkholderiales,Rhizobacter,,,Rhizobacter
Burkholderiales,Tepidimonas,,,Tepidimonas
Burkholderiales,Thiomonas,,,Thiomonas
Burkholderiales,Xylophilus,,,Xylophilus
Burkholderiales,Acidovorax,,,Acidovorax
Burkholderiales,Alicycliphilus,,,Alicycliphilus
Burkholderiales,Comamonas,,,Comamonas
Burkholderiales,Delftia,,,Delftia
Burkholderiales,Diaphorobacter,,,Diaphorobacter
Burkholderiales,Hydrogenophaga,,,Hydrogenophaga
Burkholderiales,Kinneretia,,,Kinneretia
Burkholderiales,Limnohabitans,,,Limnohabitans
Burkholderiales,Melaminivora,,,Melaminivora
Burkholderiales,Ottowia,,,Ottowia
Burkholderiales,Polaromonas,,,Polaromonas
Burkholderiales,Pulveribacter,,,Pulveribacter
Burkholderiales,Ramlibacter,,,Ramlibacter
Burkholderiales,Rhodoferax,,,Rhodoferax
Burkholderiales,Serpentinimonas,,,Serpentinimonas
Burkholderiales,Simplicispira,,,Simplicispira
Burkholderiales,Variovorax,,,Variovorax
Burkholderiales,Verminephrobacter,,,Verminephrobacter
Burkholderiales,Collimonas,,,Collimonas
Burkholderiales,Glaciimonas,,,Glaciimonas
Burkholderiales,Herbaspirillum,,,Herbaspirillum
Burkholderiales,Herminiimonas,,,Herminiimonas
Burkholderiales,Janthinobacterium,,,Janthinobacterium
Burkholderiales,Duganella,,,Duganella
Burkholderiales,Massilia,,,Massilia
Burkholderiales,Pseudoduganella,,,Pseudoduganella
Burkholderiales,Noviherbaspirillum,,,Noviherbaspirillum
Burkholderiales,Oxalobacter,,,Oxalobacter
Burkholderiales,Aquincola,,,Aquincola
Burkholderiales,Ideonella,,,Ideonella
Burkholderiales,Inhella,,,Inhella
Burkholderiales,Methylibium,,,Methylibium
Burkholderiales,Mitsuaria,,,Mitsuaria
Burkholderiales,Roseateles,,,Roseateles
Burkholderiales,Rubrivivax,,,Rubrivivax
Burkholderiales,Schlegelella,,,Schlegelella
Burkholderiales,Sphaerotilus,,,Sphaerotilus
Burkholderiales,Sutterella,,,Sutterella
Pseudomonadota,Neisseriales,,Neisseriales,
Neisseriales,Aquaspirillum,,,Aquaspirillum
Neisseriales,Aquitalea,,,Aquitalea
Neisseriales,Chitinibacter,,,Chitinibacter
Neisseriales,Chitiniphilus,,,Chitiniphilus
Neisseriales,Chromobacterium,,,Chromobacterium
Neisseriales,Iodobacter,,,Iodobacter
Neisseriales,Deefgea,,,Deefgea
Neisseriales,Jeongeupia,,,Jeongeupia
Neisseriales,Laribacter,,,Laribacter
Neisseriales,Pseudogulbenkiania,,,Pseudogulbenkiania
Neisseriales,Vogesella,,,Vogesella
Neisseriales,Alysiella,,,Alysiella
Neisseriales,Aquella,,,Aquella
Neisseriales,Chitinolyticbacter,,,Chitinolyticbacter
Neisseriales,Conchiformibius,,,Conchiformibius
Neisseriales,Eikenella,,,Eikenella
Neisseriales,Kingella,,,Kingella
Neisseriales,Morococcus,,,Morococcus
Neisseriales,Neisseria,,,Neisseria
Neisseriales,Paralysiella,,,Paralysiella
Neisseriales,Simonsiella,,,Simonsiella
Neisseriales,Snodgrassella,,,Snodgrassella
Neisseriales,Uruburuella,,,Uruburuella
Neisseriales,Vitreoscilla,,,Vitreoscilla
Neisseriales,Wielerella,,,Wielerella
Pseudomonadota,Nitrosomonadales,,Nitrosomonadales,
Nitrosomonadales,Ferrigenium,,,Ferrigenium
Nitrosomonadales,Ferriphaselus,,,Ferriphaselus
Nitrosomonadales,Gallionella,,,Gallionella
Nitrosomonadales,Sideroxyarcus,,,Sideroxyarcus
Nitrosomonadales,Sideroxydans,,,Sideroxydans
Nitrosomonadales,Methylobacillus,,,Methylobacillus
Nitrosomonadales,Methylophilus,,,Methylophilus
Nitrosomonadales,Methyloradius,,,Methyloradius
Nitrosomonadales,Methylotenera,,,Methylotenera
Nitrosomonadales,Methylovorus,,,Methylovorus
Nitrosomonadales,Nitrosomonas,,,Nitrosomonas
Nitrosomonadales,Nitrosospira,,,Nitrosospira
Nitrosomonadales,Denitratisoma,,,Denitratisoma
Nitrosomonadales,Methyloversatilis,,,Methyloversatilis
Nitrosomonadales,Sulfuritalea,,,Sulfuritalea
Nitrosomonadales,Sulfuricella,,,Sulfuricella
Nitrosomonadales,Sulfuriferula,,,Sulfuriferula
Nitrosomonadales,Sulfurimicrobium,,,Sulfurimicrobium
Nitrosomonadales,Sulfuritortus,,,Sulfuritortus
Nitrosomonadales,Thiobacillus,,,Thiobacillus
Nitrosomonadales,Usitatibacter,,,Usitatibacter
Pseudomonadota,Rhodocyclales,,Rhodocyclales,
Rhodocyclales,Dechloromonas,,,Dechloromonas
Rhodocyclales,Ferribacterium,,,Ferribacterium
Rhodocyclales,Quatrionicoccus,,,Quatrionicoccus
Rhodocyclales,Fluviibacter,,,Fluviibacter
Rhodocyclales,Aromatoleum,,,Aromatoleum
Rhodocyclales,Azospira,,,Azospira
Rhodocyclales,Niveibacterium,,,Niveibacterium
Rhodocyclales,Oryzomicrobium,,,Oryzomicrobium
Rhodocyclales,Rugosibacter,,,Rugosibacter
Rhodocyclales,Azoarcus,,,Azoarcus
Rhodocyclales,Nitrogeniibacter,,,Nitrogeniibacter
Bacteria,,,,
,,,,
,Parazoarcus,,,Parazoarcus
Bacteria,,,,
,,,,
,Pseudazoarcus,,,Pseudazoarcus
Bacteria,,,,
,,,,
,Pseudothauera,,,Pseudothauera
Rhodocyclales,Thauera,,,Thauera
Pseudomonadota,Bradymonadales,,Bradymonadales,
Bradymonadales,Bradymonas,,,Bradymonas
Bradymonadales,Persicimonas,,,Persicimonas
Bradymonadales,Microvenator,,,Microvenator
Pseudomonadota,Dissulfurimicrobium,,Dissulfurimicrobium,
Pseudomonadota,Desulfarculales,,Desulfarculales,
Desulfarculales,Desulfarculus,,,Desulfarculus
Pseudomonadota,Desulfobacterales,,Desulfobacterales,
Desulfobacterales,Desulfatibacillum,,,Desulfatibacillum
Desulfobacterales,Desulfobacula,,,Desulfobacula
Desulfobacterales,Desulfococcus,,,Desulfococcus
Desulfobacterales,Desulfoluna,,,Desulfoluna
Desulfobacterales,Desulfonema,,,Desulfonema
Desulfobacterales,Desulforapulum,,,Desulforapulum
Desulfobacterales,Desulfosarcina,,,Desulfosarcina
Desulfobacterales,Desulfobulbus,,,Desulfobulbus
Desulfobacterales,Desulfolithobacter,,,Desulfolithobacter
Desulfobacterales,Desulfomarina,,,Desulfomarina
Desulfobacterales,Desulfurivibrio,,,Desulfurivibrio
Desulfobacterales,Desulfocapsa,,,Desulfocapsa
Desulfobacterales,Desulfosediminicola,,,Desulfosediminicola
Desulfobacterales,Desulfotalea,,,Desulfotalea
Desulfobacterales,Desulfosudis,,,Desulfosudis
Pseudomonadota,Desulfovibrionales,,Desulfovibrionales,
Desulfovibrionales,Desulfohalobium,,,Desulfohalobium
Desulfovibrionales,Desulfomicrobium,,,Desulfomicrobium
Desulfovibrionales,Desulfocurvibacter,,,Desulfocurvibacter
Desulfovibrionales,Desulfolutivibrio,,,Desulfolutivibrio
Desulfovibrionales,Desulfovibrio,,,Desulfovibrio
Desulfovibrionales,Lawsonia,,,Lawsonia
Desulfovibrionales,Maridesulfovibrio,,,Maridesulfovibrio
Desulfovibrionales,Oceanidesulfovibrio,,,Oceanidesulfovibrio
Desulfovibrionales,Oleidesulfovibrio,,,Oleidesulfovibrio
Desulfovibrionales,Pseudodesulfovibrio,,,Pseudodesulfovibrio
Desulfovibrionales,Psychrodesulfovibrio,,,Psychrodesulfovibrio
Desulfovibrionales,Salidesulfovibrio,,,Salidesulfovibrio
Desulfovibrionales,Solidesulfovibrio,,,Solidesulfovibrio
Pseudomonadota,Desulfurellales,,Desulfurellales,
Desulfurellales,Hippea,,,Hippea
Pseudomonadota,Desulfuromonadales,,Desulfuromonadales,
Desulfuromonadales,Desulfuromonas,,,Desulfuromonas
Desulfuromonadales,Pelobacter,,,Pelobacter
Desulfuromonadales,Citrifermentans,,,Citrifermentans
Desulfuromonadales,Geoalkalibacter,,,Geoalkalibacter
Desulfuromonadales,Geobacter,,,Geobacter
Desulfuromonadales,Geomonas,,,Geomonas
Desulfuromonadales,Geotalea,,,Geotalea
Desulfuromonadales,Trichlorobacter,,,Trichlorobacter
Desulfuromonadales,Syntrophotalea,,,Syntrophotalea
Pseudomonadota,Myxococcales,,Myxococcales,
Myxococcales,Anaeromyxobacter,,,Anaeromyxobacter
Myxococcales,Archangium,,,Archangium
Myxococcales,Cystobacter,,,Cystobacter
Myxococcales,Melittangium,,,Melittangium
Myxococcales,Stigmatella,,,Stigmatella
Myxococcales,Corallococcus,,,Corallococcus
Myxococcales,Myxococcus,,,Myxococcus
Myxococcales,Vulgatibacter,,,Vulgatibacter
Myxococcales,Haliangium,,,Haliangium
Myxococcales,Nannocystis,,,Nannocystis
Myxococcales,Labilithrix,,,Labilithrix
Myxococcales,Chondromyces,,,Chondromyces
Myxococcales,Polyangium,,,Polyangium
Myxococcales,Sorangium,,,Sorangium
Myxococcales,Sandaracinus,,,Sandaracinus
Pseudomonadota,Syntrophales,,Syntrophales,
Syntrophales,Desulfobacca,,,Desulfobacca
Syntrophales,Desulfomonile,,,Desulfomonile
Syntrophales,Syntrophus,,,Syntrophus
Pseudomonadota,Syntrophobacterales,,Syntrophobacterales,
Syntrophobacterales,Desulfoglaeba,,,Desulfoglaeba
Syntrophobacterales,Syntrophobacter,,,Syntrophobacter
Pseudomonadota,Campylobacterales,,Campylobacterales,
Campylobacterales,Aliarcobacter,,,Aliarcobacter
Campylobacterales,Arcobacter,,,Arcobacter
Campylobacterales,Halarcobacter,,,Halarcobacter
Campylobacterales,Malaciobacter,,,Malaciobacter
Campylobacterales,Poseidonibacter,,,Poseidonibacter
Campylobacterales,Campylobacter,,,Campylobacter
Campylobacterales,Helicobacter,,,Helicobacter
Campylobacterales,Wolinella,,,Wolinella
Campylobacterales,Hydrogenimonas,,,Hydrogenimonas
Campylobacterales,Sulfurospirillum,,,Sulfurospirillum
Campylobacterales,Nitratifractor,,,Nitratifractor
Campylobacterales,Sulfurovum,,,Sulfurovum
Campylobacterales,Sulfuricurvum,,,Sulfuricurvum
Campylobacterales,Sulfurimonas,,,Sulfurimonas
Pseudomonadota,Nautiliales,,Nautiliales,
Nautiliales,Caminibacter,,,Caminibacter
Nautiliales,Nautilia,,,Nautilia
Nautiliales,Nitratiruptor,,,Nitratiruptor
Nautiliales,Nitrosophilus,,,Nitrosophilus
Pseudomonadota,Acidiferrobacterales,,Acidiferrobacterales,
Acidiferrobacterales,Acidiferrobacter,,,Acidiferrobacter
Acidiferrobacterales,Sulfuricaulis,,,Sulfuricaulis
Acidiferrobacterales,Sulfurifustis,,,Sulfurifustis
Pseudomonadota,Aeromonadales,,Aeromonadales,
Aeromonadales,Aeromonas,,,Aeromonas
Aeromonadales,Dongshaea,,,Dongshaea
Aeromonadales,Oceanimonas,,,Oceanimonas
Aeromonadales,Oceanisphaera,,,Oceanisphaera
Aeromonadales,Tolumonas,,,Tolumonas
Aeromonadales,Zobellella,,,Zobellella
Aeromonadales,Succinivibrio,,,Succinivibrio
Pseudomonadota,Alteromonadales,,Alteromonadales,
Alteromonadales,Agarivorans,,,Agarivorans
Alteromonadales,Alkalimarinus,,,Alkalimarinus
Alteromonadales,Alteromonas,,,Alteromonas
Alteromonadales,Salinimonas,,,Salinimonas
Alteromonadales,Catenovulum,,,Catenovulum
Alteromonadales,Glaciecola,,,Glaciecola
Alteromonadales,Hydrocarboniclastica,,,Hydrocarboniclastica
Alteromonadales,Lacimicrobium,,,Lacimicrobium
Alteromonadales,Paraglaciecola,,,Paraglaciecola
Alteromonadales,Paraneptunicella,,,Paraneptunicella
Alteromonadales,Saccharobesus,,,Saccharobesus
Alteromonadales,Saliniradius,,,Saliniradius
Alteromonadales,Cognaticolwellia,,,Cognaticolwellia
Alteromonadales,Colwellia,,,Colwellia
Alteromonadales,Litorilituus,,,Litorilituus
Alteromonadales,Thalassotalea,,,Thalassotalea
Alteromonadales,Ferrimonas,,,Ferrimonas
Alteromonadales,Idiomarina,,,Idiomarina
Alteromonadales,Moritella,,,Moritella
Alteromonadales,Flocculibacter,,,Flocculibacter
Alteromonadales,Pseudoalteromonas,,,Pseudoalteromonas
Alteromonadales,Psychrosphaera,,,Psychrosphaera
Alteromonadales,Psychromonas,,,Psychromonas
Alteromonadales,Parashewanella,,,Parashewanella
Alteromonadales,Shewanella,,,Shewanella
Pseudomonadota,Cardiobacteriales,,Cardiobacteriales,
Cardiobacteriales,Cardiobacterium,,,Cardiobacterium
Cardiobacteriales,Dichelobacter,,,Dichelobacter
Cardiobacteriales,Suttonella,,,Suttonella
Cardiobacteriales,Ignatzschineria,,,Ignatzschineria
Pseudomonadota,Cellvibrionales,,Cellvibrionales,
Cellvibrionales,Agarilytica,,,Agarilytica
Cellvibrionales,Cellvibrio,,,Cellvibrio
Cellvibrionales,Gilvimarinus,,,Gilvimarinus
Cellvibrionales,Marinagarivorans,,,Marinagarivorans
Cellvibrionales,Marinimicrobium,,,Marinimicrobium
Cellvibrionales,Saccharophagus,,,Saccharophagus
Cellvibrionales,Simiduia,,,Simiduia
Cellvibrionales,Teredinibacter,,,Teredinibacter
Cellvibrionales,Aequoribacter,,,Aequoribacter
Cellvibrionales,Halioglobus,,,Halioglobus
Cellvibrionales,Kineobactrum,,,Kineobactrum
Cellvibrionales,Microbulbifer,,,Microbulbifer
Cellvibrionales,Oceanicoccus,,,Oceanicoccus
Cellvibrionales,Spongiibacter,,,Spongiibacter
Cellvibrionales,Zhongshania,,,Zhongshania
Pseudomonadota,Chromatiales,,Chromatiales,
Chromatiales,Thiohalobacter,,,Thiohalobacter
Chromatiales,Granulosicoccus,,,Granulosicoccus
Chromatiales,Sulfuriflexus,,,Sulfuriflexus
Chromatiales,Halothiobacillus,,,Halothiobacillus
Chromatiales,Acidihalobacter,,,Acidihalobacter
Chromatiales,Alkalilimnicola,,,Alkalilimnicola
Chromatiales,Aquisalimonas,,,Aquisalimonas
Chromatiales,Ectothiorhodospira,,,Ectothiorhodospira
Chromatiales,Halorhodospira,,,Halorhodospira
Chromatiales,Spiribacter,,,Spiribacter
Chromatiales,Thioalkalivibrio,,,Thioalkalivibrio
Chromatiales,Allochromatium,,,Allochromatium
Chromatiales,Caldichromatium,,,Caldichromatium
Chromatiales,Marichromatium,,,Marichromatium
Chromatiales,Nitrosococcus,,,Nitrosococcus
Chromatiales,Rheinheimera,,,Rheinheimera
Chromatiales,Thermochromatium,,,Thermochromatium
Chromatiales,Thiocapsa,,,Thiocapsa
Chromatiales,Thiocystis,,,Thiocystis
Chromatiales,Thioflavicoccus,,,Thioflavicoccus
Chromatiales,Guyparkeria,,,Guyparkeria
Chromatiales,Sulfurivermis,,,Sulfurivermis
Chromatiales,Wenzhouxiangella,,,Wenzhouxiangella
Chromatiales,Woeseia,,,Woeseia
Pseudomonadota,Enterobacterales,,Enterobacterales,
Enterobacterales,Sodalis,,,Sodalis
Enterobacterales,Jinshanibacter,,,Jinshanibacter
Enterobacterales,Leminorella,,,Leminorella
Enterobacterales,Limnobaculum,,,Limnobaculum
Enterobacterales,Pragia,,,Pragia
Enterobacterales,Atlantibacter,,,Atlantibacter
Enterobacterales,Buttiauxella,,,Buttiauxella
Enterobacterales,Plesiomonas,,,Plesiomonas
Enterobacterales,Cedecea,,,Cedecea
Enterobacterales,Citrobacter,,,Citrobacter
Enterobacterales,Cronobacter,,,Cronobacter
Enterobacterales,Enterobacter,,,Enterobacter
Enterobacterales,Symbiopectobacterium,,,Symbiopectobacterium
Enterobacterales,Escherichia,,,Escherichia
Enterobacterales,Jejubacter,,,Jejubacter
Enterobacterales,Klebsiella,,,Klebsiella
Enterobacterales,Raoultella,,,Raoultella
Enterobacterales,Kluyvera,,,Kluyvera
Enterobacterales,Kosakonia,,,Kosakonia
Enterobacterales,Leclercia,,,Leclercia
Enterobacterales,Lelliottia,,,Lelliottia
Enterobacterales,Metakosakonia,,,Metakosakonia
Enterobacterales,Phytobacter,,,Phytobacter
Enterobacterales,Pluralibacter,,,Pluralibacter
Enterobacterales,Pseudocitrobacter,,,Pseudocitrobacter
Enterobacterales,Salmonella,,,Salmonella
Enterobacterales,Scandinavium,,,Scandinavium
Enterobacterales,Shigella,,,Shigella
Enterobacterales,Shimwellia,,,Shimwellia
Enterobacterales,Siccibacter,,,Siccibacter
Enterobacterales,Yokenella,,,Yokenella
Enterobacterales,Buchnera,,,Buchnera
Enterobacterales,Erwinia,,,Erwinia
Enterobacterales,Kalamiella,,,Kalamiella
Enterobacterales,Mixta,,,Mixta
Enterobacterales,Pantoea,,,Pantoea
Enterobacterales,Tatumella,,,Tatumella
Enterobacterales,Wigglesworthia,,,Wigglesworthia
Enterobacterales,Edwardsiella,,,Edwardsiella
Enterobacterales,Hafnia,,,Hafnia
Enterobacterales,Obesumbacterium,,,Obesumbacterium
Enterobacterales,Arsenophonus,,,Arsenophonus
Enterobacterales,Moellerella,,,Moellerella
Enterobacterales,Morganella,,,Morganella
Enterobacterales,Photorhabdus,,,Photorhabdus
Enterobacterales,Proteus,,,Proteus
Enterobacterales,Providencia,,,Providencia
Enterobacterales,Xenorhabdus,,,Xenorhabdus
Enterobacterales,Brenneria,,,Brenneria
Enterobacterales,Dickeya,,,Dickeya
Enterobacterales,Lonsdalea,,,Lonsdalea
Enterobacterales,Musicola,,,Musicola
Enterobacterales,Pectobacterium,,,Pectobacterium
Enterobacterales,Chania,,,Chania
Enterobacterales,Ewingella,,,Ewingella
Enterobacterales,Gibbsiella,,,Gibbsiella
Enterobacterales,Rahnella,,,Rahnella
Enterobacterales,Rouxiella,,,Rouxiella
Enterobacterales,Serratia,,,Serratia
Enterobacterales,Yersinia,,,Yersinia
Pseudomonadota,Celerinatantimonas,,Celerinatantimonas,
Pseudomonadota,Gallaecimonas,,Gallaecimonas,
Pseudomonadota,Pseudohongiella,,Pseudohongiella,
Pseudomonadota,Sedimenticola,,Sedimenticola,
Pseudomonadota,Thiolapillus,,Thiolapillus,
Pseudomonadota,Immundisolibacterales,,Immundisolibacterales,
Immundisolibacterales,Immundisolibacter,,,Immundisolibacter
Pseudomonadota,Kangiellales,,Kangiellales,
Kangiellales,Kangiella,,,Kangiella
Pseudomonadota,Legionellales,,Legionellales,
Legionellales,Aquicella,,,Aquicella
Legionellales,Coxiella,,,Coxiella
Legionellales,Rickettsiella,,,Rickettsiella
Legionellales,Legionella,,,Legionella
Legionellales,Tatlockia,,,Tatlockia
Pseudomonadota,Methylococcales,,Methylococcales,
Methylococcales,Methylobacter,,,Methylobacter
Methylococcales,Methylocaldum,,,Methylocaldum
Methylococcales,Methylococcus,,,Methylococcus
Methylococcales,Methylogaea,,,Methylogaea
Methylococcales,Methylomagnum,,,Methylomagnum
Methylococcales,Methylomicrobium,,,Methylomicrobium
Methylococcales,Methylomonas,,,Methylomonas
Methylococcales,Methylotuvimicrobium,,,Methylotuvimicrobium
Methylococcales,Methylovulum,,,Methylovulum
Pseudomonadota,Moraxellales,,Moraxellales,
Moraxellales,Acinetobacter,,,Acinetobacter
Moraxellales,Aquirhabdus,,,Aquirhabdus
Moraxellales,Moraxella,,,Moraxella
Moraxellales,Psychrobacter,,,Psychrobacter
Pseudomonadota,Nevskiales,,Nevskiales,
Nevskiales,Flagellatimonas,,,Flagellatimonas
Nevskiales,Sinimarinibacterium,,,Sinimarinibacterium
Nevskiales,Solimonas,,,Solimonas
Nevskiales,Steroidobacter,,,Steroidobacter
Pseudomonadota,Oceanospirillales,,Oceanospirillales,
Oceanospirillales,Alcanivorax,,,Alcanivorax
Bacteria,,,,
,,,,
,Alloalcanivorax,,,Alloalcanivorax
Bacteria,,,,
,,,,
,Isoalcanivorax,,,Isoalcanivorax
Oceanospirillales,Ketobacter,,,Ketobacter
Oceanospirillales,Endozoicomonas,,,Endozoicomonas
Oceanospirillales,Hahella,,,Hahella
Oceanospirillales,Chromohalobacter,,,Chromohalobacter
Oceanospirillales,Cobetia,,,Cobetia
Oceanospirillales,Halomonas,,,Halomonas
Oceanospirillales,Halotalea,,,Halotalea
Oceanospirillales,Kushneria,,,Kushneria
Oceanospirillales,Pistricoccus,,,Pistricoccus
Oceanospirillales,Salinicola,,,Salinicola
Oceanospirillales,Zymobacter,,,Zymobacter
Bacteria,,,,
,,,,
,Litorivicinus,,,Litorivicinus
Bacteria,,,,
,,,,
,Aliamphritea,,,Aliamphritea
Oceanospirillales,Amphritea,,,Amphritea
Oceanospirillales,Bacterioplanes,,,Bacterioplanes
Oceanospirillales,Bacterioplanoides,,,Bacterioplanoides
Oceanospirillales,Bermanella,,,Bermanella
Oceanospirillales,Marinobacterium,,,Marinobacterium
Oceanospirillales,Marinomonas,,,Marinomonas
Oceanospirillales,Neptunomonas,,,Neptunomonas
Oceanospirillales,Nitrincola,,,Nitrincola
Oceanospirillales,Thalassolituus,,,Thalassolituus
Oceanospirillales,Venatorbacter,,,Venatorbacter
Oceanospirillales,Oleiphilus,,,Oleiphilus
Oceanospirillales,Gynuella,,,Gynuella
Oceanospirillales,Reinekea,,,Reinekea
Oceanospirillales,Saccharospirillum,,,Saccharospirillum
Oceanospirillales,Spartinivicinus,,,Spartinivicinus
Pseudomonadota,Orbales,,Orbales,
Orbales,Frischella,,,Frischella
Orbales,Gilliamella,,,Gilliamella
Orbales,Zophobihabitans,,,Zophobihabitans
Pseudomonadota,Pasteurellales,,Pasteurellales,
Pasteurellales,Actinobacillus,,,Actinobacillus
Pasteurellales,Aggregatibacter,,,Aggregatibacter
Pasteurellales,Avibacterium,,,Avibacterium
Pasteurellales,Basfia,,,Basfia
Pasteurellales,Bibersteinia,,,Bibersteinia
Pasteurellales,Bisgaardia,,,Bisgaardia
Pasteurellales,Frederiksenia,,,Frederiksenia
Pasteurellales,Gallibacterium,,,Gallibacterium
Pasteurellales,Glaesserella,,,Glaesserella
Pasteurellales,Haemophilus,,,Haemophilus
Pasteurellales,Histophilus,,,Histophilus
Pasteurellales,Mannheimia,,,Mannheimia
Pasteurellales,Mergibacter,,,Mergibacter
Pasteurellales,Otariodibacter,,,Otariodibacter
Pasteurellales,Pasteurella,,,Pasteurella
Pasteurellales,Rodentibacter,,,Rodentibacter
Pseudomonadota,Pseudomonadales,,Pseudomonadales,
Pseudomonadales,Marinobacter,,,Marinobacter
Pseudomonadales,Azotobacter,,,Azotobacter
Pseudomonadales,Denitrificimonas,,,Denitrificimonas
Pseudomonadales,Entomomonas,,,Entomomonas
Pseudomonadales,Halopseudomonas,,,Halopseudomonas
Pseudomonadales,Permianibacter,,,Permianibacter
Pseudomonadales,Pseudomonas,,,Pseudomonas
Pseudomonadales,Stutzerimonas,,,Stutzerimonas
Pseudomonadales,Thiopseudomonas,,,Thiopseudomonas
Pseudomonadota,Salinisphaerales,,Salinisphaerales,
Salinisphaerales,Salinisphaera,,,Salinisphaera
Pseudomonadota,Thiotrichales,,Thiotrichales,
Thiotrichales,Allofrancisella,,,Allofrancisella
Thiotrichales,Francisella,,,Francisella
Thiotrichales,Cycloclasticus,,,Cycloclasticus
Thiotrichales,Hydrogenovibrio,,,Hydrogenovibrio
Thiotrichales,Methylophaga,,,Methylophaga
Thiotrichales,Piscirickettsia,,,Piscirickettsia
Thiotrichales,Thiomicrorhabdus,,,Thiomicrorhabdus
Thiotrichales,Thiomicrospira,,,Thiomicrospira
Thiotrichales,Thiosulfatimonas,,,Thiosulfatimonas
Thiotrichales,Thiosulfativibrio,,,Thiosulfativibrio
Thiotrichales,Beggiatoa,,,Beggiatoa
Thiotrichales,Thiothrix,,,Thiothrix
Pseudomonadota,Vibrionales,,Vibrionales,
Vibrionales,Aliivibrio,,,Aliivibrio
Vibrionales,Grimontia,,,Grimontia
Vibrionales,Paraphotobacterium,,,Paraphotobacterium
Vibrionales,Photobacterium,,,Photobacterium
Vibrionales,Salinivibrio,,,Salinivibrio
Vibrionales,Thaumasiovibrio,,,Thaumasiovibrio
Vibrionales,Vibrio,,,Vibrio
Pseudomonadota,Xanthomonadales,,Xanthomonadales,
Xanthomonadales,Aerosticca,,,Aerosticca
Xanthomonadales,Ahniella,,,Ahniella
Xanthomonadales,Dokdonella,,,Dokdonella
Xanthomonadales,Dyella,,,Dyella
Xanthomonadales,Frateuria,,,Frateuria
Xanthomonadales,Luteibacter,,,Luteibacter
Xanthomonadales,Rhodanobacter,,,Rhodanobacter
Xanthomonadales,Luteimonas,,,Luteimonas
Xanthomonadales,Lysobacter,,,Lysobacter
Xanthomonadales,Pseudolysobacter,,,Pseudolysobacter
Xanthomonadales,Pseudoxanthomonas,,,Pseudoxanthomonas
Xanthomonadales,Stenotrophomonas,,,Stenotrophomonas
Xanthomonadales,Thermomonas,,,Thermomonas
Xanthomonadales,Xanthomonas,,,Xanthomonas
Xanthomonadales,Xylella,,,Xylella
Pseudomonadota,Hydrogenophilales,,Hydrogenophilales,
Hydrogenophilales,Hydrogenophilus,,,Hydrogenophilus
Pseudomonadota,Bacteriovoracales,,Bacteriovoracales,
Bacteriovoracales,Bacteriovorax,,,Bacteriovorax
Bacteriovoracales,Halobacteriovorax,,,Halobacteriovorax
Pseudomonadota,Bdellovibrionales,,Bdellovibrionales,
Bdellovibrionales,Bdellovibrio,,,Bdellovibrio
Bdellovibrionales,Micavibrio,,,Micavibrio
Bdellovibrionales,Pseudobdellovibrio,,,Pseudobdellovibrio
Pseudomonadota,Mariprofundales,,Mariprofundales,
Mariprofundales,Mariprofundus,,,Mariprofundus
Bacteria,Chlamydiae,Chlamydiae,,
Chlamydiae,Chlamydiales,,Chlamydiales,
Chlamydiales,Chlamydia,,,Chlamydia
Chlamydiales,Chlamydiifrater,,,Chlamydiifrater
